quantile_rank,OBS,MSWEP,GLM,UNET,VIT,CNN
0.0,1.0,1.0,1.0006042,1.004862,1.0016673,1.0122108
0.001001001001001001,1.0,1.0,1.0010353,1.004862,1.0021726,1.0122108
0.002002002002002002,1.0,1.0,1.0021472,1.0061886,1.0026151,1.0133466
0.003003003003003003,1.0,1.0,1.0026543,1.0095494,1.0038878,1.0217686
0.004004004004004004,1.0,1.0,1.0028869,1.0095494,1.0051464,1.0217686
0.005005005005005005,1.0,1.0,1.0030358,1.0180874,1.0057493,1.0299618
0.006006006006006006,1.0,1.0,1.0031798,1.0183209,1.0060407,1.0365273
0.007007007007007007,1.0,1.0,1.0033307,1.0206237,1.0072759,1.0439365
0.008008008008008008,1.0,1.0,1.0043247,1.0206237,1.0112257,1.0439365
0.009009009009009009,1.0,1.0,1.004834,1.02186,1.0120856,1.0478743
0.01001001001001001,1.0,1.0,1.0056006,1.0243692,1.0129291,1.0499023
0.011011011011011011,1.0,1.0,1.0062348,1.0243692,1.0161895,1.0500501
0.012012012012012012,1.0,1.0,1.0064567,1.0288086,1.0191438,1.0500501
0.013013013013013013,1.0,1.0,1.0071254,1.037991,1.0215168,1.0592791
0.014014014014014014,1.0,1.0,1.0076153,1.0399785,1.0217923,1.0605729
0.015015015015015015,1.0,1.0,1.0083988,1.0399785,1.0231149,1.06894
0.016016016016016016,1.0,1.0,1.0126375,1.0426527,1.0261676,1.06894
0.017017017017017015,1.0,1.0,1.0126435,1.0430037,1.0275232,1.0832632
0.018018018018018018,1.0,1.0,1.0131531,1.0577575,1.0314832,1.087716
0.01901901901901902,1.0,1.0,1.0144154,1.0577575,1.0338911,1.0877744
0.02002002002002002,1.0,1.0,1.0147544,1.0578849,1.0396651,1.0877744
0.02102102102102102,1.0,1.0,1.015166,1.0619075,1.0420473,1.0943474
0.022022022022022022,1.0,1.0,1.0157208,1.0619075,1.0446941,1.101717
0.023023023023023025,1.0,1.0,1.0169537,1.0641344,1.0460706,1.101717
0.024024024024024024,1.0,1.0,1.0199507,1.0642363,1.0474566,1.1041317
0.025025025025025023,1.0,1.0,1.020081,1.0660472,1.0476404,1.106204
0.026026026026026026,1.0,1.0,1.020859,1.0660472,1.0485914,1.1192002
0.02702702702702703,1.0,1.0,1.0209694,1.0774872,1.0521853,1.1192002
0.028028028028028028,1.1,1.0,1.0217373,1.0792595,1.054444,1.1221455
0.029029029029029027,1.1,1.0,1.022968,1.0845267,1.056548,1.1222783
0.03003003003003003,1.1,1.0625,1.0250566,1.0845267,1.0617759,1.1228492
0.031031031031031032,1.1,1.0625,1.0252217,1.0859505,1.0647802,1.1228492
0.03203203203203203,1.1,1.0625,1.029679,1.0874188,1.0667229,1.1264503
0.03303303303303303,1.1,1.0625,1.0315928,1.0874188,1.0673517,1.1361114
0.03403403403403403,1.1,1.0625,1.0318346,1.0938371,1.0687147,1.1385366
0.035035035035035036,1.1,1.0625,1.0322666,1.1019564,1.0743551,1.1385366
0.036036036036036036,1.1,1.0625,1.0324055,1.1131109,1.0785542,1.1451707
0.037037037037037035,1.1,1.0625,1.0326078,1.1131109,1.0843065,1.1541704
0.03803803803803804,1.1,1.0625,1.0362318,1.1131814,1.0919954,1.1592505
0.03903903903903904,1.1,1.0625,1.036877,1.1241374,1.0922266,1.1592505
0.04004004004004004,1.1,1.0625,1.037609,1.1241374,1.0938827,1.173141
0.04104104104104104,1.1,1.0625,1.0402623,1.1374307,1.0970676,1.1742936
0.04204204204204204,1.2,1.0625,1.0403736,1.1393201,1.0982008,1.1748662
0.043043043043043044,1.2,1.0625,1.0412598,1.1419804,1.0995408,1.1748662
0.044044044044044044,1.2,1.125,1.0439785,1.1419804,1.099821,1.176599
0.04504504504504504,1.2,1.125,1.0441656,1.14551,1.1023201,1.1846486
0.04604604604604605,1.2,1.125,1.0454128,1.1539749,1.1041843,1.1846486
0.04704704704704705,1.2,1.125,1.045619,1.1559875,1.1044366,1.185208
0.04804804804804805,1.3,1.125,1.0461218,1.1559875,1.1071767,1.1890743
0.04904904904904905,1.3,1.125,1.048233,1.1569511,1.1158231,1.1943402
0.050050050050050046,1.3,1.125,1.0488461,1.158488,1.1193688,1.1943402
0.05105105105105105,1.3,1.125,1.0488685,1.158488,1.1198093,1.1969242
0.05205205205205205,1.3,1.125,1.0490717,1.1592731,1.120689,1.1995517
0.05305305305305305,1.3,1.125,1.0492176,1.1708506,1.1234362,1.1998241
0.05405405405405406,1.3,1.125,1.0496202,1.1732237,1.1268859,1.1998241
0.055055055055055056,1.3,1.125,1.0514228,1.1732237,1.1336752,1.2048979
0.056056056056056056,1.3,1.125,1.051831,1.175199,1.1406558,1.2064326
0.057057057057057055,1.3,1.125,1.0527099,1.1754388,1.1420113,1.2144502
0.058058058058058054,1.3,1.125,1.0534683,1.1769363,1.1423279,1.2144502
0.05905905905905906,1.3,1.125,1.0550023,1.1769363,1.1435806,1.214993
0.06006006006006006,1.3,1.125,1.0552391,1.177187,1.1457562,1.2292719
0.06106106106106106,1.3,1.1875,1.059031,1.177645,1.1472377,1.2381343
0.062062062062062065,1.4,1.1875,1.0596249,1.177645,1.151071,1.2381343
0.06306306306306306,1.4,1.1875,1.0613023,1.178797,1.1512835,1.2453918
0.06406406406406406,1.4,1.1875,1.0614976,1.1814005,1.1524602,1.2495196
0.06506506506506507,1.4,1.1875,1.0621095,1.2067584,1.1579279,1.2605181
0.06606606606606606,1.4,1.1875,1.0629191,1.2067584,1.1669503,1.2605181
0.06706706706706707,1.4,1.1875,1.0635427,1.2080512,1.1669917,1.2643346
0.06806806806806806,1.4,1.1875,1.063837,1.210709,1.1680577,1.2692574
0.06906906906906907,1.4,1.1875,1.064297,1.2115837,1.1701556,1.2692574
0.07007007007007007,1.4,1.1875,1.0653601,1.2115837,1.1733514,1.274215
0.07107107107107107,1.4,1.1875,1.0655217,1.2121499,1.1740267,1.2756743
0.07207207207207207,1.4,1.1875,1.0659087,1.2242749,1.1755863,1.2770629
0.07307307307307308,1.4,1.1875,1.0680095,1.2242749,1.1769207,1.2770629
0.07407407407407407,1.4,1.1875,1.0693341,1.2262383,1.1811817,1.2809956
0.07507507507507508,1.4,1.1875,1.0700775,1.2331884,1.1872941,1.2847819
0.07607607607607608,1.4,1.1875,1.0741998,1.2341598,1.1878594,1.2904687
0.07707707707707707,1.4,1.1875,1.0745059,1.2341598,1.1940573,1.2904687
